CFIHOS unique code,property name,property definition,property data type,property data type length,unit of measure dimension code CFIHOS unique code,unit of measure dimension code,property picklist name CFIHOS unique code,property picklist name,property existence reason description,property synonym name
CFIHOS-40000928,conformity assessment system level,The Conformity Assessment System (CAS) class letter in accordance with IOGP specification and obligatory requirements.,Text,40,,,CFIHOS-50000214,CAS level,IOGP JIP33 Alignment,
CFIHOS-40000929,country region,Geographic location of the project within a country which will determine the applicability of local regulatory requirements.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000930,earthing system,The type of earthing system for which the assembly will be installed.,Text,40,,,CFIHOS-50000231,earthing system,IOGP JIP33 Alignment,
CFIHOS-40000931,system configuration of phases and wires,The number of phases and wires including neutral conductor.,Text,40,,,CFIHOS-50000221,configuration of phases and wires,IOGP JIP33 Alignment,
CFIHOS-40000932,transient overvoltages,The low voltage switchgear and controlgear transient overvoltage class in accordance with IEC 61439-1:2020.,Text,40,,,CFIHOS-50000331,transient overvoltages,IOGP JIP33 Alignment,
CFIHOS-40000933,assumed loading factor distribution - 1 circuit,The assumed loading factor value given for a section containing only 1 distribution circuits in accordance with IEC 61439-2:2020.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000934,assumed loading factor distribution - 2 and 3 circuits,The assumed loading factor value given for a section containing 2 to 3 distribution circuits in accordance with IEC 61439-2:2020.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000935,assumed loading factor distribution - 4 and 5 circuits,The assumed loading factor value given for a section containing 4 to 5 distribution circuits in accordance with IEC 61439-2:2020.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000936,assumed loading factor distribution - 6 and 9 circuits,The assumed loading factor value given for a section containing 6 to 9 distribution circuits in accordance with IEC 61439-2:2020.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000937,assumed loading factor distribution - 10 or more circuits,The assumed loading factor value given for a section containing more than 10 distribution circuits in accordance with IEC 61439-2:2020.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000938,assumed loading factor electric actuator (MOV),The assumed loading factor electric actuator (MOV).,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000939,assumed loading factor motors rated less than or equal to 100 kW,The assumed loading factor motors rated less than or equal to 100 kW.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000940,assumed loading factor motors rated greater than 100 kW,The assumed loading factor motors rated greater than 100 kW.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000941,lifting device requirement,"Specify if a lifting device, typically a wheeled hoist to facilitate the removal of functional units and associated components with a mass greater than 25 kg is to be provided by the supplier.",Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40000942,mimic (synoptic) diagrams requirement,"Specify if a mimic one-line (synoptic) diagram is to be provided on the front of the PSC-assembly, displaying the single line arrangement of busbars and the main circuit switching devices.",Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40000943,location in or outdoor,The equipment location and climate condition.,Text,40,,,CFIHOS-50000269,location in or outdoor,IOGP JIP33 Alignment,
CFIHOS-40000944,environmental location,The environmental installation location of the equipment.,Text,40,,,CFIHOS-50000236,environmental location,IOGP JIP33 Alignment,
CFIHOS-40000945,pollution degree of macro-environment,The low voltage switchgear and controlgear pollution degree of macro-environment (of installation environment) in accordance with IEC 61439.,Text,40,,,CFIHOS-50000290,pollution degree (IEC 61439),IOGP JIP33 Alignment,
CFIHOS-40000946,seismic activity zone,The seismic activity zone in accordance with IEC 60721-2-6.,Text,40,,,CFIHOS-50000311,seismic activity zone,IOGP JIP33 Alignment,
CFIHOS-40000947,electromagnetic compatibility environment,The low voltage switchgear and controlgear electromagnetic compatibility (EMC) environment in accordance with IEC 61439-1:2020.,Text,40,,,CFIHOS-50000234,EMC environment,IOGP JIP33 Alignment,
CFIHOS-40000948,upper limit rolling of vessel in dynamic conditions,The maximum rotation about fore-and-aft axis of the vessel under dynamic conditions defined in accordance with IEC 60092-101.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000949,upper limit pitching of vessel in dynamic conditions,The maximum rotation about athwartship axis of the vessel under dynamic conditions defined in accordance with IEC 60092-101.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40000950,storage and handling environmental conditions,The storage and handling environmental conditions to determine if special packing is required.,Text,40,,,CFIHOS-50000322,storage and handling environmental conditions,IOGP JIP33 Alignment,
CFIHOS-40000951,impact protection,The impact protection with regards to impact energy according to IEC 62262.,Text,40,,,CFIHOS-50000254,IK code,IOGP JIP33 Alignment,
CFIHOS-40000952,type of protection against electric shock - basic protection,The type of protection against electric shock – basic protection (previously protection against direct contact).,Text,40,,,CFIHOS-50000207,basic protection against electric shock,IOGP JIP33 Alignment,
CFIHOS-40000953,type of protection against electric shock - fault protection,The type of protection against electric shock – fault protection (previously protection against indirect contact).,Text,40,,,CFIHOS-50000242,fault protection against electric shock,IOGP JIP33 Alignment,
CFIHOS-40000954,equipment access,Specify if access to the equipment is restricted to authorized persons.,Text,40,,,CFIHOS-50000389,devices access,IOGP JIP33 Alignment,
CFIHOS-40000955,compartment doors locking facility,The means of access control with regards to closed compartments covers and doors.,Text,40,,,CFIHOS-50000273,locking facility,IOGP JIP33 Alignment,
CFIHOS-40000956,"safety shutters, disconnectors and switches locking facility","The locking facility with regards to safety shutters, disconnectors and switches.",Text,40,,,CFIHOS-50000273,locking facility,IOGP JIP33 Alignment,
CFIHOS-40000957,padlock provider,The padlock provider for the padlockable facilities.,Text,40,,,CFIHOS-50000286,padlock provider,IOGP JIP33 Alignment,
CFIHOS-40000958,type of electrical connections for outgoing functional units,The electrical connection method for functional units for outgoing circuits with rated currents up to and including 630 A. Outgoing circuits with rated current above 630 A should be provided with withdrawable air circuit breakers (ACBs).,Text,40,,,CFIHOS-50000232,electrical connections for outgoing functional units,IOGP JIP33 Alignment,
CFIHOS-40000959,facility to remotely test withdrawn functional units,Specify if facility to remotely test withdrawn functional units are required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40000960,incoming unit switching device requirement,The type of incoming unit switching device requirement.,Text,40,,,CFIHOS-50000326,switching device requirement,IOGP JIP33 Alignment,
CFIHOS-40000961,bus coupler switching device requirement,The type of bus coupler switching device requirement.,Text,40,,,CFIHOS-50000326,switching device requirement,IOGP JIP33 Alignment,
CFIHOS-40000962,main circuit protection for lighting and small power feeders,The type of short circuit protection device to be applied across all lighting and small power feeders.,Text,60,,,CFIHOS-50000274,main circuit protection,IOGP JIP33 Alignment,
CFIHOS-40000963,main circuit protection for motor starters and contactor feeders,The type of short circuit protection device to be applied across all motor and contactor feeders.,Text,60,,,CFIHOS-50000274,main circuit protection,IOGP JIP33 Alignment,
CFIHOS-40000964,air circuit breaker auxiliary contact provision,"The number of auxiliary contacts required for each air circuit breaker (NO-normally open, NC-normally closed).",Text,40,,,CFIHOS-50000283,number of contacts,IOGP JIP33 Alignment,
CFIHOS-40000965,contactor control power source,The contactor control power source configuration.,Text,40,,,CFIHOS-50000293,power source,IOGP JIP33 Alignment,
CFIHOS-40000966,earth fault front of compartment reset,Specify if a earth fault front of compartment reset is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40000967,minimum motor size for space heater,The minimum motor size for space heater ( ?xkW).,Text,40,,,CFIHOS-50000280,motor space heater size,IOGP JIP33 Alignment,
CFIHOS-40000968,portable insulation fault locator requirement,Specify if a portable insulation fault locator is required for PSC-assemblies with unearthed electrical supplies (IT).,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40000969,power switchgear and controlgear assembly physical configuration,The PSC-assembly physical access configuration.,Text,40,,,CFIHOS-50000237,equipment access,IOGP JIP33 Alignment,
CFIHOS-40000970,test blocks requirement for air circuit breaker protection relay injection testing,The test block requirement for ACB protection relay injection testing.,Text,40,,,CFIHOS-50000327,test block requirement,IOGP JIP33 Alignment,
CFIHOS-40000971,energy and maximum demand metering accuracy,The energy and maximum demand metering accuracy class.,Text,40,,,CFIHOS-50000203,accuracy class index acc. to IEC 62057-1,IOGP JIP33 Alignment,
CFIHOS-40000972,main circuit busbar insulation,The main circuit busbar insulation requirement.,Text,40,,,CFIHOS-50000211,busbar insulation,IOGP JIP33 Alignment,
CFIHOS-40000973,main circuit earth-neutral link within incoming circuit units requirement,Specify if main circuit earth-neutral link within incoming circuit units is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40000974,wiring insulation type,The auxiliary and control circuit wiring insulation type.,Text,40,,,CFIHOS-50000351,wiring insulation type,IOGP JIP33 Alignment,
CFIHOS-40000975,supplementary conductor marking by colour,Specify if identification of the conductors of main and auxiliary circuits is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40000976,incoming (supply) unit entry of external conductors,The incoming (supply) unit direction of external conductors.,Text,40,,,CFIHOS-50000237,equipment access,IOGP JIP33 Alignment,
CFIHOS-40000977,incoming (supply) unit external conductor type,The termination details for incoming supply conductors.,Text,40,,,CFIHOS-50000240,external conductor type,IOGP JIP33 Alignment,
CFIHOS-40000978,outgoing (load) unit direction of external conductors,The outgoing (load) unit direction of external conductors.,Text,40,,,CFIHOS-50000237,equipment access,IOGP JIP33 Alignment,
CFIHOS-40000979,outgoing (load) unit external conductor type,The termination details for outgoing supply conductors.,Text,40,,,CFIHOS-50000240,external conductor type,IOGP JIP33 Alignment,
CFIHOS-40000980,auxiliary cable direction of external conductors,The direction of the auxiliary cable of external conductors.,Text,40,,,CFIHOS-50000237,equipment access,IOGP JIP33 Alignment,
CFIHOS-40000981,auxiliary cable external conductor type,The conductors type of the external auxiliary cable.,Text,40,,,CFIHOS-50000240,external conductor type,IOGP JIP33 Alignment,
CFIHOS-40000982,conductor material,The material of the external conductor.,Text,100,,,CFIHOS-50000220,conductor material,IOGP JIP33 Alignment,
CFIHOS-40000983,multicore cable entry method,The multicore cable entry method.,Text,40,,,CFIHOS-50000213,cable entry type,IOGP JIP33 Alignment,
CFIHOS-40000984,single core cable entry method,The single core cable entry method.,Text,40,,,CFIHOS-50000213,cable entry type,IOGP JIP33 Alignment,
CFIHOS-40000985,glanding requirement,Specify if special glanding is required.,Text,40,,,CFIHOS-50000248,glanding requirement,IOGP JIP33 Alignment,
CFIHOS-40000986,minimum spare terminal provision for future use,The quantity of installed spare control and auxiliary terminals for future use to be provided.,Text,40,,,CFIHOS-50000300,provisions for spare units,IOGP JIP33 Alignment,
CFIHOS-40000987,internal separation for air circuit breaker functional units,The low voltage switchgear and controlgear internal separation for ACB functional units.,Text,40,,,CFIHOS-50000313,separation for ACB functional units,IOGP JIP33 Alignment,
CFIHOS-40000988,internal separation for non-air circuit breaker functional units,The low voltage switchgear and controlgear internal separation for non-ACB functional units.,Text,40,,,CFIHOS-50000313,separation for ACB functional units,IOGP JIP33 Alignment,
CFIHOS-40000989,space heater requirement,Specify if a space heaters is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40000990,space heater control method,The assembly enclosure space heater control method.,Text,40,,,CFIHOS-50000251,heater control method,IOGP JIP33 Alignment,
CFIHOS-40000991,space heater monitoring method,The assembly enclosure space heater monitoring method.,Text,40,,,CFIHOS-50000252,heater monitoring method,IOGP JIP33 Alignment,
CFIHOS-40000992,provision of equipped spare functional outgoing units,The amount of spare functional outgoing units to be provided for future usage.,Text,40,,,CFIHOS-50000300,provisions for spare units,IOGP JIP33 Alignment,
CFIHOS-40000993,provision of space for future outgoing functional units,The amount unequipped space provision for future functional units for outgoing circuits.,Text,40,,,CFIHOS-50000300,provisions for spare units,IOGP JIP33 Alignment,
