equipment class CFIHOS unique code,equipment class name,property CFIHOS unique code,property name,property relevant for equipment indicator,property relevant for model / part indicator,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000859,plug control valve,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000596,trim type,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000472,upper limit operating mass flow rate,Yes,,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000859,plug control valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000860,plug valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000860,plug valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000860,plug valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000860,plug valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000860,plug valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000860,plug valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000860,plug valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000860,plug valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000860,plug valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000860,plug valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000444,pneumatic controller,CFIHOS-40000371,signal type,Yes,,,,,
CFIHOS-30000548,pneumatic motor,CFIHOS-40000098,bearing lubrication,Yes,,,,,
CFIHOS-30000548,pneumatic motor,CFIHOS-40000134,frame size,Yes,,,,,
CFIHOS-30000548,pneumatic motor,CFIHOS-40000523,rated output power,Yes,,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000548,pneumatic motor,CFIHOS-40000332,rated speed,Yes,,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000678,position switch,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000678,position switch,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000678,position switch,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000678,position switch,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000678,position switch,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000678,position switch,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000678,position switch,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000678,position switch,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000678,position switch,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000678,position switch,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000678,position switch,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000634,calibration range,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000635,fault tolerance,Yes,,,,,
CFIHOS-30000449,position transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000184,positioning system,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000185,positive displacement flow element,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000634,calibration range,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000635,fault tolerance,Yes,,,,,
CFIHOS-30000450,positive displacement flow transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000451,pour point analyser,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000360,power cable,CFIHOS-40000001,actual length,Yes,,CFIHOS-60001461,metre,CFIHOS-60001438,foot
CFIHOS-30000186,power stabiliser,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000186,power stabiliser,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000186,power stabiliser,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000186,power stabiliser,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000186,power stabiliser,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000186,power stabiliser,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000186,power stabiliser,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000186,power stabiliser,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000186,power stabiliser,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000186,power stabiliser,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000186,power stabiliser,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000157,high frequency capacitance,Yes,,CFIHOS-60001437,farad,CFIHOS-60001437,farad
CFIHOS-30000361,power supply unit,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000606,rated input current,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000604,rated input voltage,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000607,rated output current,Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000523,rated output power,Yes,,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000361,power supply unit,CFIHOS-40000328,rated output voltage,Yes,,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000361,power supply unit,CFIHOS-40000329,rated power factor (lagging),Yes,,,,,
CFIHOS-30000361,power supply unit,CFIHOS-40000449,type of electrical current supply,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000673,pressure element,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000452,pressure gauge,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000004,adjustment ring material specification,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000016,bellows material specification,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000018,body material specification,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000078,disc material specification,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000517,orifice area,Yes,,CFIHOS-60001470,square millimetre,CFIHOS-60001447,square inch
CFIHOS-30000453,pressure regulator,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000374,spindle material specification,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000375,spring material specification,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000453,pressure regulator,CFIHOS-40000472,upper limit operating mass flow rate,Yes,,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000453,pressure regulator,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000454,pressure switch,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000455,pressure to current converter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000077,disc material,Yes,,,,,
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000594,handle reset,Yes,,,,,
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000517,orifice area,Yes,,CFIHOS-60001470,square millimetre,CFIHOS-60001447,square inch
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000333,rated volume flow rate,Yes,,CFIHOS-60001463,cubic metre per hour,CFIHOS-60001422,US gallon per minute
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000595,seat material,Yes,,,,,
CFIHOS-30000861,pressure-vacuum relief valve,CFIHOS-40000530,set pressure,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000754,printed circuit heat exchanger,CFIHOS-40000009,ATEX category,Yes,,,,,
