CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number
CFIHOS-95002796,CFIHOS-30000629,slip ring,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002797,CFIHOS-30000629,slip ring,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002798,CFIHOS-30000629,slip ring,CFIHOS-40000113,explosion protection zone,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002799,CFIHOS-30000629,slip ring,CFIHOS-40000113,explosion protection zone,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002800,CFIHOS-30000629,slip ring,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002801,CFIHOS-30000629,slip ring,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002802,CFIHOS-30000919,slips,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002803,CFIHOS-30000919,slips,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002804,CFIHOS-30000591,slug catcher,CFIHOS-40000114,external insulation type,CFIHOS-90000036,ASME BPVC Section VIII,,,
CFIHOS-95002805,CFIHOS-30000470,smoke detector,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002806,CFIHOS-30000470,smoke detector,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002807,CFIHOS-30000470,smoke detector,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002808,CFIHOS-30000470,smoke detector,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002809,CFIHOS-30000470,smoke detector,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002810,CFIHOS-30000740,solar panel,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002811,CFIHOS-30000740,solar panel,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002812,CFIHOS-30000368,solenoid,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002813,CFIHOS-30000368,solenoid,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002814,CFIHOS-30000368,solenoid,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002815,CFIHOS-30000368,solenoid,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002816,CFIHOS-30000368,solenoid,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002817,CFIHOS-30000681,solenoid valve,CFIHOS-40000599,communication protocol,CFIHOS-90000046,IEC 60534-7:2010,,,
CFIHOS-95002818,CFIHOS-30000681,solenoid valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002819,CFIHOS-30000681,solenoid valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002820,CFIHOS-30000681,solenoid valve,CFIHOS-40000132,fluid name,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002821,CFIHOS-30000681,solenoid valve,CFIHOS-40000600,input signal range,CFIHOS-90000046,IEC 60534-7:2010,,,
CFIHOS-95002822,CFIHOS-30000681,solenoid valve,CFIHOS-40000597,input signal type,CFIHOS-90000046,IEC 60534-7:2010,,,
CFIHOS-95002823,CFIHOS-30000681,solenoid valve,CFIHOS-40000512,normal operating pressure,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002824,CFIHOS-30000681,solenoid valve,CFIHOS-40000514,normal operating temperature,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002825,CFIHOS-30000681,solenoid valve,CFIHOS-40000601,output signal range,CFIHOS-90000046,IEC 60534-7:2010,,,
CFIHOS-95002826,CFIHOS-30000681,solenoid valve,CFIHOS-40000598,output signal type,CFIHOS-90000046,IEC 60534-7:2010,,,
CFIHOS-95002827,CFIHOS-30000681,solenoid valve,CFIHOS-40000579,safety integrity level,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
CFIHOS-95002828,CFIHOS-30000242,solid composition analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002829,CFIHOS-30000242,solid composition analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002830,CFIHOS-30000244,sound attenuator,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002831,CFIHOS-30000244,sound attenuator,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002832,CFIHOS-30000244,sound attenuator,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002833,CFIHOS-30000244,sound attenuator,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002834,CFIHOS-30000244,sound attenuator,CFIHOS-40000113,explosion protection zone,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002835,CFIHOS-30000244,sound attenuator,CFIHOS-40000113,explosion protection zone,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002836,CFIHOS-30000244,sound attenuator,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002837,CFIHOS-30000244,sound attenuator,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002838,CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002839,CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002840,CFIHOS-30000248,specific gravity analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002841,CFIHOS-30000248,specific gravity analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002842,CFIHOS-30000503,spectacle blind,CFIHOS-40000320,pressure equipment category,CFIHOS-90000172,Directive 2014/68/EU,,,
CFIHOS-95002843,CFIHOS-30000471,speed meter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002844,CFIHOS-30000471,speed meter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002845,CFIHOS-30000471,speed meter,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002846,CFIHOS-30000471,speed meter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002847,CFIHOS-30000471,speed meter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002848,CFIHOS-30000690,speed switch,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002849,CFIHOS-30000690,speed switch,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002850,CFIHOS-30000472,speed transmitter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002851,CFIHOS-30000472,speed transmitter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002852,CFIHOS-30000472,speed transmitter,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002853,CFIHOS-30000472,speed transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002854,CFIHOS-30000472,speed transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002855,CFIHOS-30000867,spiral heat exchanger,CFIHOS-40000699,cold side temperature rise,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002856,CFIHOS-30000867,spiral heat exchanger,CFIHOS-40000697,heat transfer area,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002857,CFIHOS-30000867,spiral heat exchanger,CFIHOS-40000698,hot side temperature drop,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002858,CFIHOS-30000504,spool piece,CFIHOS-40000320,pressure equipment category,CFIHOS-90000172,Directive 2014/68/EU,,,
CFIHOS-95002859,CFIHOS-30000657,spray nozzle,CFIHOS-40000320,pressure equipment category,CFIHOS-90000172,Directive 2014/68/EU,,,
CFIHOS-95002860,CFIHOS-30000868,stabilizer column,CFIHOS-40000114,external insulation type,CFIHOS-90000036,ASME BPVC Section VIII,,,
CFIHOS-95002861,CFIHOS-30000630,static mixer,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002862,CFIHOS-30000630,static mixer,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002863,CFIHOS-30000556,steam turbine,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002864,CFIHOS-30000556,steam turbine,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002865,CFIHOS-30000592,stripper,CFIHOS-40000114,external insulation type,CFIHOS-90000036,ASME BPVC Section VIII,,,
CFIHOS-95002866,CFIHOS-30000869,stripper column,CFIHOS-40000114,external insulation type,CFIHOS-90000036,ASME BPVC Section VIII,,,
CFIHOS-95002867,CFIHOS-30000870,submersible connector,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002868,CFIHOS-30000870,submersible connector,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002869,CFIHOS-30000679,subsea distribution unit,CFIHOS-40000487,design specification,CFIHOS-90000009,API Std 17F:2017,,,
CFIHOS-95002870,CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000503,lower limit design temperature,CFIHOS-90000004,API Spec 17J:2014,,,
CFIHOS-95002871,CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000562,pigging requirements,CFIHOS-90000004,API Spec 17J:2014,,,
CFIHOS-95002872,CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000535,upper limit design pressure,CFIHOS-90000004,API Spec 17J:2014,,,
CFIHOS-95002873,CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000536,upper limit design temperature,CFIHOS-90000004,API Spec 17J:2014,,,
CFIHOS-95002874,CFIHOS-30000718,subsea jumper,CFIHOS-40000503,lower limit design temperature,CFIHOS-90000004,API Spec 17J:2014,,,
CFIHOS-95002875,CFIHOS-30000718,subsea jumper,CFIHOS-40000535,upper limit design pressure,CFIHOS-90000004,API Spec 17J:2014,,,
CFIHOS-95002876,CFIHOS-30000718,subsea jumper,CFIHOS-40000536,upper limit design temperature,CFIHOS-90000004,API Spec 17J:2014,,,
CFIHOS-95002877,CFIHOS-30000732,surge protection,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002878,CFIHOS-30000732,surge protection,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002879,CFIHOS-30000873,swing check valve,CFIHOS-40000487,design specification,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95002880,CFIHOS-30000873,swing check valve,CFIHOS-40000132,fluid name,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95002881,CFIHOS-30000873,swing check valve,CFIHOS-40000509,nominal diameter,CFIHOS-90000035,ASME B31.3 - 2020,,,
CFIHOS-95002882,CFIHOS-30000873,swing check valve,CFIHOS-40000514,normal operating temperature,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95002883,CFIHOS-30000369,switchboard,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002884,CFIHOS-30000369,switchboard,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002885,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002886,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002887,CFIHOS-30000925,system panel,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002888,CFIHOS-30000925,system panel,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002889,CFIHOS-30000925,system panel,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002890,CFIHOS-30000925,system panel,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002891,CFIHOS-30000925,system panel,CFIHOS-40000113,explosion protection zone,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002892,CFIHOS-30000925,system panel,CFIHOS-40000113,explosion protection zone,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002893,CFIHOS-30000925,system panel,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002894,CFIHOS-30000925,system panel,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002895,CFIHOS-30000593,tank,CFIHOS-40000320,pressure equipment category,CFIHOS-90000172,Directive 2014/68/EU,,,
CFIHOS-95002896,CFIHOS-30000371,telephone,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002897,CFIHOS-30000371,telephone,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002898,CFIHOS-30000371,telephone,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002899,CFIHOS-30000371,telephone,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002900,CFIHOS-30000371,telephone,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002901,CFIHOS-30000372,temperature detector,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002902,CFIHOS-30000372,temperature detector,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002903,CFIHOS-30000372,temperature detector,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002904,CFIHOS-30000372,temperature detector,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002905,CFIHOS-30000372,temperature detector,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002906,CFIHOS-30000674,temperature element,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002907,CFIHOS-30000674,temperature element,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002908,CFIHOS-30000473,temperature gauge,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002909,CFIHOS-30000473,temperature gauge,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002910,CFIHOS-30000474,temperature regulator,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002911,CFIHOS-30000474,temperature regulator,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002912,CFIHOS-30000474,temperature regulator,CFIHOS-40000580,failure action,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002913,CFIHOS-30000474,temperature regulator,CFIHOS-40000132,fluid name,CFIHOS-90000035,ASME B31.3 - 2020,,,
CFIHOS-95002914,CFIHOS-30000474,temperature regulator,CFIHOS-40000512,normal operating pressure,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002915,CFIHOS-30000474,temperature regulator,CFIHOS-40000514,normal operating temperature,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002916,CFIHOS-30000474,temperature regulator,CFIHOS-40000488,piping class,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95002917,CFIHOS-30000474,temperature regulator,CFIHOS-40000579,safety integrity level,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
CFIHOS-95002918,CFIHOS-30000475,temperature switch,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002919,CFIHOS-30000475,temperature switch,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002920,CFIHOS-30000475,temperature switch,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002921,CFIHOS-30000475,temperature switch,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002922,CFIHOS-30000475,temperature switch,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002923,CFIHOS-30000475,temperature switch,CFIHOS-40000320,pressure equipment category,CFIHOS-90000172,Directive 2014/68/EU,,,
CFIHOS-95002924,CFIHOS-30000476,temperature transmitter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002925,CFIHOS-30000476,temperature transmitter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002926,CFIHOS-30000476,temperature transmitter,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002927,CFIHOS-30000476,temperature transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002928,CFIHOS-30000476,temperature transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002929,CFIHOS-30000659,termination panel,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002930,CFIHOS-30000659,termination panel,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002931,CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002932,CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002933,CFIHOS-30000259,thermal flow element,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002934,CFIHOS-30000259,thermal flow element,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002935,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002936,CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002937,CFIHOS-30000478,thermocouple,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002938,CFIHOS-30000478,thermocouple,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002939,CFIHOS-30000373,thermostatic switch,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002940,CFIHOS-30000373,thermostatic switch,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002941,CFIHOS-30000373,thermostatic switch,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002942,CFIHOS-30000373,thermostatic switch,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002943,CFIHOS-30000373,thermostatic switch,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002944,CFIHOS-30000480,timer,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002945,CFIHOS-30000480,timer,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002946,CFIHOS-30000362,transformer,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002947,CFIHOS-30000362,transformer,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002948,CFIHOS-30000362,transformer,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002949,CFIHOS-30000362,transformer,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002950,CFIHOS-30000362,transformer,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002951,CFIHOS-30000481,transponder,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002952,CFIHOS-30000481,transponder,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002953,CFIHOS-30000481,transponder,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002954,CFIHOS-30000481,transponder,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002955,CFIHOS-30000481,transponder,CFIHOS-40000113,explosion protection zone,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002956,CFIHOS-30000481,transponder,CFIHOS-40000113,explosion protection zone,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002957,CFIHOS-30000481,transponder,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002958,CFIHOS-30000481,transponder,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
