property group allowed for purpose CFIHOS unique code,property grouping or decomposition purpose CFIHOS unique code,property grouping purpose code,property grouping purpose description,source standard CFIHOS unique code,source standard code,property group CFIHOS unique code,property group code,property group description,property to group assignment CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,property sequence number,,,,,,,
CFIHOS-42000325,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000069,S615-FLD-1148,Site data,CFIHOS-44000620,CFIHOS-30000521,centrifugal pump,CFIHOS-40000943,location in or outdoor,,,,,,,,
CFIHOS-42000337,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000081,S615-FLD-573,Vertical pump sump dimensions,CFIHOS-44000621,CFIHOS-30000521,centrifugal pump,CFIHOS-40000835,low liquid level elevation,,,,,,,,
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000622,CFIHOS-30000521,centrifugal pump,CFIHOS-40000810,lower limit diameter,,,,,,,,
CFIHOS-42000319,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000063,S615-FLD-1140,Mechanical seal,CFIHOS-44000623,CFIHOS-30000521,centrifugal pump,CFIHOS-40000845,lower limit dynamic sealing pressure,,,,,,,,
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000624,CFIHOS-30000521,centrifugal pump,CFIHOS-40000795,lower limit flow net positive suction head available,,,,,,,,
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000625,CFIHOS-30000521,centrifugal pump,CFIHOS-40000782,lower limit liquid density,,,,,,,,
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000626,CFIHOS-30000521,centrifugal pump,CFIHOS-40000769,lower limit operating heating steam pressure,,,,,,,,
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000627,CFIHOS-30000521,centrifugal pump,CFIHOS-40000767,lower limit operating heating steam temperature,,,,,,,,
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000628,CFIHOS-30000521,centrifugal pump,CFIHOS-40000775,lower limit operating instrument air pressure,,,,,,,,
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000629,CFIHOS-30000521,centrifugal pump,CFIHOS-40000787,lower limit operating liquid dynamic viscosity,,,,,,,,
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000630,CFIHOS-30000521,centrifugal pump,CFIHOS-40000219,lower limit operating suction pressure,,,,,,,,
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000631,CFIHOS-30000521,centrifugal pump,CFIHOS-40000504,lower limit operating temperature,,,,,,,,
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000632,CFIHOS-30000521,centrifugal pump,CFIHOS-40000505,lower limit operating volume flow rate,,,,,,,,
CFIHOS-42000319,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000063,S615-FLD-1140,Mechanical seal,CFIHOS-44000633,CFIHOS-30000521,centrifugal pump,CFIHOS-40000847,lower limit seal design temperature,,,,,,,,
CFIHOS-42000325,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000069,S615-FLD-1148,Site data,CFIHOS-44000634,CFIHOS-30000521,centrifugal pump,CFIHOS-40000765,lower limit site ambient temperature,,,,,,,,
CFIHOS-42000325,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000069,S615-FLD-1148,Site data,CFIHOS-44000635,CFIHOS-30000521,centrifugal pump,CFIHOS-40000766,lower limit site relative humidity,,,,,,,,
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000636,CFIHOS-30000521,centrifugal pump,CFIHOS-40001396,lower limit specific heat,,,,,,,,
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000637,CFIHOS-30000521,centrifugal pump,CFIHOS-40000813,lower limit stable flow,,,,,,,,
CFIHOS-42000319,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000063,S615-FLD-1140,Mechanical seal,CFIHOS-44000638,CFIHOS-30000521,centrifugal pump,CFIHOS-40000843,lower limit static sealing pressure,,,,,,,,
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000639,CFIHOS-30000521,centrifugal pump,CFIHOS-40000812,lower limit thermal mass flow,,,,,,,,
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000640,CFIHOS-30000521,centrifugal pump,CFIHOS-40000779,lower limit vapour pressure,,,,,,,,
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000641,CFIHOS-30000521,centrifugal pump,CFIHOS-40000776,lower upper operating instrument air pressure,,,,,,,,
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000642,CFIHOS-30000521,centrifugal pump,CFIHOS-40001154,machined and studded connections,,,,,,,,
CFIHOS-42000323,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000067,S615-FLD-1146,Materials,CFIHOS-44000643,CFIHOS-30000521,centrifugal pump,CFIHOS-40001188,material hardness standard,,,,,,,,
CFIHOS-42000323,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000067,S615-FLD-1146,Materials,CFIHOS-44000644,CFIHOS-30000521,centrifugal pump,CFIHOS-40000232,minimum design metal temperature,,,,,,,,
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000645,CFIHOS-30000521,centrifugal pump,CFIHOS-40001270,monitors and cables supplied by,,,,,,,,
CFIHOS-42000323,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000067,S615-FLD-1146,Materials,CFIHOS-44000646,CFIHOS-30000521,centrifugal pump,CFIHOS-40001191,nonwetted pressure-retaining fasteners material,,,,,,,,
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000647,CFIHOS-30000521,centrifugal pump,CFIHOS-40000793,normal flow net positive suction head available,,,,,,,,
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000648,CFIHOS-30000521,centrifugal pump,CFIHOS-40000255,normal operating dynamic viscosity,,,,,,,,
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000649,CFIHOS-30000521,centrifugal pump,CFIHOS-40000803,normal operating suction pressure,,,,,,,,
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000650,CFIHOS-30000521,centrifugal pump,CFIHOS-40000514,normal operating temperature,,,,,,,,
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000651,CFIHOS-30000521,centrifugal pump,CFIHOS-40001397,normal specific heat,,,,,,,,
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000652,CFIHOS-30000521,centrifugal pump,CFIHOS-40000293,normal volume flow rate,,,,,,,,
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000653,CFIHOS-30000521,centrifugal pump,CFIHOS-40001148,nozzle load,,,,,,,,
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000654,CFIHOS-30000521,centrifugal pump,CFIHOS-40000850,number of accelerometers,,,,,,,,
CFIHOS-42000326,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000070,S615-FLD-1149,Utility conditions,CFIHOS-44000655,CFIHOS-30000521,centrifugal pump,CFIHOS-40000302,number of electrical phases,,,,,,,,
CFIHOS-42000331,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000075,S615-FLD-1155,General information,CFIHOS-44000656,CFIHOS-30000521,centrifugal pump,CFIHOS-40000560,number of stages,,,,,,,,
CFIHOS-42000331,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000075,S615-FLD-1155,General information,CFIHOS-44000657,CFIHOS-30000521,centrifugal pump,CFIHOS-40001118,number of starts,,,,,,,,
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000658,CFIHOS-30000521,centrifugal pump,CFIHOS-40000852,number of temperature probes per radial bearing,,,,,,,,
CFIHOS-42000331,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000075,S615-FLD-1155,General information,CFIHOS-44000659,CFIHOS-30000521,centrifugal pump,CFIHOS-40000762,number of units required,,,,,,,,
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000660,CFIHOS-30000521,centrifugal pump,CFIHOS-40000827,number of vanes,,,,,,,,
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000661,CFIHOS-30000521,centrifugal pump,CFIHOS-40000851,number of vibration probes per radial bearing,,,,,,,,
CFIHOS-42000320,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000064,S615-FLD-1141,Bearings and lubrication,CFIHOS-44000662,CFIHOS-30000521,centrifugal pump,CFIHOS-40001185,oil mist reclassifiers supplied by,,,,,,,,
CFIHOS-42000320,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000064,S615-FLD-1141,Bearings and lubrication,CFIHOS-44000663,CFIHOS-30000521,centrifugal pump,CFIHOS-40001181,oil viscosity ISO grade,,,,,,,,
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000664,CFIHOS-30000521,centrifugal pump,CFIHOS-40001265,one-event-per-revolution probe (key phasor),,,,,,,,
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000665,CFIHOS-30000521,centrifugal pump,CFIHOS-40001146,outlet flange facing,,,,,,,,
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000666,CFIHOS-30000521,centrifugal pump,CFIHOS-40000312,outlet flange rating,,,,,,,,
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000667,CFIHOS-30000521,centrifugal pump,CFIHOS-40000313,outlet flange size,,,,,,,,
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000668,CFIHOS-30000521,centrifugal pump,CFIHOS-40000790,particle concentration,,,,,,,,
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000669,CFIHOS-30000521,centrifugal pump,CFIHOS-40000789,particle size,,,,,,,,
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000670,CFIHOS-30000521,centrifugal pump,CFIHOS-40000829,pressure casing vent size,,,,,,,,
CFIHOS-42000324,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000068,S615-FLD-1147,Materials (additional for vertical pumps),CFIHOS-44000671,CFIHOS-30000521,centrifugal pump,CFIHOS-40001213,process wetted fasteners material,,,,,,,,
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000672,CFIHOS-30000521,centrifugal pump,CFIHOS-40000811,proposal curve best efficiency point flow (at rated impeller diameter),,,,,,,,
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000673,CFIHOS-30000521,centrifugal pump,CFIHOS-40001138,proposal for pump performance curve number,,,,,,,,
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000674,CFIHOS-30000521,centrifugal pump,CFIHOS-40001268,provision for mounting temperature probes only,,,,,,,,
CFIHOS-42000322,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000066,S615-FLD-1144,Baseplate,CFIHOS-44000675,CFIHOS-30000521,centrifugal pump,CFIHOS-40001232,pump baseplate mounting,,,,,,,,
CFIHOS-42000322,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000066,S615-FLD-1144,Baseplate,CFIHOS-44000676,CFIHOS-30000521,centrifugal pump,CFIHOS-40001230,pump baseplate sized to accommodate seal piping systems,,,,,,,,
CFIHOS-42000322,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000066,S615-FLD-1144,Baseplate,CFIHOS-44000677,CFIHOS-30000521,centrifugal pump,CFIHOS-40001231,pump baseplate type,,,,,,,,
CFIHOS-42000316,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000060,S615-FLD-1135,Vertical Pumps,CFIHOS-44000678,CFIHOS-30000521,centrifugal pump,CFIHOS-40000832,pump bowl maximum allowable working pressure,,,,,,,,
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000679,CFIHOS-30000521,centrifugal pump,CFIHOS-40001141,pump casing type,,,,,,,,
CFIHOS-42000316,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000060,S615-FLD-1135,Vertical Pumps,CFIHOS-44000680,CFIHOS-30000521,centrifugal pump,CFIHOS-40000831,pump column maximum allowable working pressure,,,,,,,,
CFIHOS-42000323,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000067,S615-FLD-1146,Materials,CFIHOS-44000681,CFIHOS-30000521,centrifugal pump,CFIHOS-40001186,pump construction material,,,,,,,,
CFIHOS-42000316,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000060,S615-FLD-1135,Vertical Pumps,CFIHOS-44000682,CFIHOS-30000521,centrifugal pump,CFIHOS-40000830,pump discharge head maximum allowable working pressure,,,,,,,,
CFIHOS-42000336,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000080,S615-FLD-566,Material Inspection,CFIHOS-44000683,CFIHOS-30000521,centrifugal pump,CFIHOS-40001221,pump impact test,,,,,,,,
CFIHOS-42000337,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000081,S615-FLD-573,Vertical pump sump dimensions,CFIHOS-44000684,CFIHOS-30000521,centrifugal pump,CFIHOS-40000839,pump length (grade to underside of pump inlet bell or strainer dimension),,,,,,,,
CFIHOS-42000336,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000080,S615-FLD-566,Material Inspection,CFIHOS-44000685,CFIHOS-30000521,centrifugal pump,CFIHOS-40001220,pump material inspection requirement,,,,,,,,
CFIHOS-42000319,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000063,S615-FLD-1140,Mechanical seal,CFIHOS-44000686,CFIHOS-30000521,centrifugal pump,CFIHOS-40001236,pump mechanical seal primary plan,,,,,,,,
CFIHOS-42000319,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000063,S615-FLD-1140,Mechanical seal,CFIHOS-44000687,CFIHOS-30000521,centrifugal pump,CFIHOS-40001237,pump mechanical seal primary plan construction,,,,,,,,
CFIHOS-42000319,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000063,S615-FLD-1140,Mechanical seal,CFIHOS-44000688,CFIHOS-30000521,centrifugal pump,CFIHOS-40001238,pump mechanical seal secondary piping plan,,,,,,,,
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000689,CFIHOS-30000521,centrifugal pump,CFIHOS-40001140,pump mounting method,,,,,,,,
CFIHOS-42000331,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000075,S615-FLD-1155,General information,CFIHOS-44000690,CFIHOS-30000521,centrifugal pump,CFIHOS-40001120,pump operation type,,,,,,,,
CFIHOS-42000331,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000075,S615-FLD-1155,General information,CFIHOS-44000691,CFIHOS-30000521,centrifugal pump,CFIHOS-40001117,pump service type,,,,,,,,
CFIHOS-42000331,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000075,S615-FLD-1155,General information,CFIHOS-44000692,CFIHOS-30000521,centrifugal pump,CFIHOS-40001116,pump size,,,,,,,,
CFIHOS-42000331,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000075,S615-FLD-1155,General information,CFIHOS-44000693,CFIHOS-30000521,centrifugal pump,CFIHOS-40001121,pump start-up mode,,,,,,,,
