CFIHOS unique code,section,object,entity name,property name,entity attribute name,definition,note / comment,example,identifier / mandatory / optional,format,constraint must be present in,data source,former section (if different from last published version),relationship verb
CFIHOS-10000180,,attribute:,spare part interchangeability record,purchase order issuer company name,,The name of the company issuing the purchase order,,Example : Engineering and co Ltd,Mandatory,"Text, max 30 characters",purchase order,,,issues
CFIHOS-10000128,,attribute:,spare part interchangeability record,purchase order number,,A unique code used to identify the purchase order within the company issuing the purchase order,,Example : 00058,Mandatory,"Text, max 50 characters",purchase order,,,issues
CFIHOS-10000387,,attribute:,spare part interchangeability record,SPIR contact person,,Contact person at the purchase order receiving company for the SPIR.,,Example : Mr K. Uchida,Mandatory,"Text, max 40 characters",,,,
CFIHOS-10000386,,attribute:,spare part interchangeability record,SPIR reference,,The unique Supplier/Vendor Quotation reference number for the spare part interchangeability record (SPIR).,,Example : A12424,Identifier,"Text, max 10 characters",,,,
CFIHOS-00000157,A.9.02,entity:,spare part interchangeability record equipment,,,List of goods purchased as part of the original purchase order.,,,,,,Manufacturer/Vendor,,
CFIHOS-10000389,,attribute:,spare part interchangeability record equipment,equipment description,,A description of the goods being supplied as part of the purchase order.,,Example : Control panel - dashboard type 57333a-1,Identifier,"Text, max 40 characters",,,,
CFIHOS-10000391,,attribute:,spare part interchangeability record equipment,number of parts per unit,,The quantity of spares installed in one equipment.,,Example : 2,Optional,Integer,,,,
CFIHOS-10000390,,attribute:,spare part interchangeability record equipment,number of units procured,,Quantity of goods being supplied/ordered.,,Example : 1,Mandatory,Integer,,,,
CFIHOS-10000392,,attribute:,spare part interchangeability record equipment,parent equipment description,,A description of the goods being supplied as part of the purchase order.,,"Example : Motor, electric, 150kW, 1200RPM, IP65",Optional,"Text, max 40 characters",,,,
CFIHOS-10000005,,attribute:,spare part interchangeability record equipment,plant code,,The plant where the tag is or will be located.,,Example : 6000,Optional,"Text, max 40 characters",tag,,,spare part for
CFIHOS-10000386,,attribute:,spare part interchangeability record equipment,SPIR reference,,The unique Supplier/Vendor Quotation reference number for the spare part interchangeability record (SPIR).,,Example : A12424,Identifier,"Text, max 10 characters",spare part interchangeability record,,,has
CFIHOS-10000166,,attribute:,spare part interchangeability record equipment,tag name,,The full name of a tag,Different companies have different tag naming conventions. A tag name shall be unique within a plant.,Example : 036FV001,Optional,"Text, max 33 characters",tag,,,spare part for
CFIHOS-00000158,A.9.03,entity:,spare part interchangeability record commercial details,,,Prices and delivery information for all items.,,,,,,Manufacturer/Vendor,,
CFIHOS-10000193,,attribute:,spare part interchangeability record commercial details,ISO currency code,quoted price iso currency code,"A code that uniquely identifies a currency, as per ISO 4217",,Example : USD,Mandatory,"Text, max 3 characters",iso currency,,,qualifies the price of
CFIHOS-10000158,,attribute:,spare part interchangeability record commercial details,manufacturer company name,,A name used to uniquely identify the company who manufactures the model / part,,Example : Flowserve,Identifier,"Text, max 30 characters",model part,,,for the part
CFIHOS-10000159,,attribute:,spare part interchangeability record commercial details,model part name,,A unique name to identify the model part of the manufacturer,,Example : A4 V726 PN 40,Identifier,"Text, max 100 characters",model part,,,for the part
CFIHOS-10000399,,attribute:,spare part interchangeability record commercial details,quoted delivery time,,Delivery time/Lead time of the item quoted INCO delivery terms.,,Example : 12,Mandatory,Integer,,,,
CFIHOS-10000398,,attribute:,spare part interchangeability record commercial details,quoted price,,The price quotation complying with the requested terms & conditions for the item.,,Example : 5500.99,Mandatory,Decimal (10),,,,
CFIHOS-10000386,,attribute:,spare part interchangeability record commercial details,SPIR reference,,The unique Supplier/Vendor Quotation reference number for the spare part interchangeability record (SPIR).,,Example : A12424,Identifier,"Text, max 10 characters",spare part interchangeability record,,,is part of SPIR
CFIHOS-10000238,,attribute:,spare part interchangeability record commercial details,unit of measure name,purchase quantity unit of measure name,Basic unit of measure for procuring the item.,,Example : metre,Mandatory,"Text, max 90 characters",unit of measure,,,qualifies
CFIHOS-10000238,,attribute:,spare part interchangeability record commercial details,unit of measure name,quoted delivery time unit of measure name,The unique name which designates the unit.,,Example : metre,Mandatory,"Text, max 90 characters",unit of measure,,,qualifies
CFIHOS-00000159,A.9.04,entity:,spare part interchangeability record advice,,,Manufacturer or Vendor recommendations for Owner Operator to buy.,,,,,,Manufacturer/Vendor,,
CFIHOS-10000158,,attribute:,spare part interchangeability record advice,manufacturer company name,,A name used to uniquely identify the company who manufactures the model / part,,Example : Flowserve,Identifier,"Text, max 30 characters",model part,,,for the part
CFIHOS-10000159,,attribute:,spare part interchangeability record advice,model part name,,A unique name to identify the model part of the manufacturer,,Example : A4 V726 PN 40,Identifier,"Text, max 100 characters",model part,,,for the part
CFIHOS-10000401,,attribute:,spare part interchangeability record advice,number of commissioning spares,,"Those spares including special tools that are used during Construction and Commissioning. In the event that the commissioning spares have already been ordered with the equipment, the quantities of spares quoted under Commissioning Spares shall be identical to those spares ordered. Capital spare parts (already purchased) shall also be entered in this box (for monitoring by purchaser).",,Example : 1,Mandatory,Integer,,,,
