tag class CFIHOS unique code,tag class name,property CFIHOS unique code,property name,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000689,oil mist detector,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000164,optical beacon,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000168,package,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000168,package,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000168,package,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000168,package,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000170,pager,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000170,pager,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000170,pager,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000170,pager,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000075,direction of rotation,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000135,fuel type,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000283,normal operating rotational speed,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000544,petrol engine,CFIHOS-40000309,operation continuous intermittent,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000173,pH element,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000173,pH element,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000173,pH element,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000173,pH element,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000173,pH element,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000175,pig launcher,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000175,pig launcher,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000175,pig launcher,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000175,pig launcher,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000176,pig loop,CFIHOS-40000487,design specification,,,,
CFIHOS-30000176,pig loop,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000176,pig loop,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000176,pig loop,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000177,pig receiver,CFIHOS-40000487,design specification,,,,
CFIHOS-30000177,pig receiver,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000177,pig receiver,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000177,pig receiver,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000177,pig receiver,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000178,pig transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000179,pig trap,CFIHOS-40000487,design specification,,,,
CFIHOS-30000179,pig trap,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000179,pig trap,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000179,pig trap,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000179,pig trap,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000017,body material,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000045,cold differential test pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000490,constant back pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000133,fluid phase,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000503,lower limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000242,nominal inlet diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000244,nominal outlet diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000255,normal operating dynamic viscosity,CFIHOS-60001472,millipascal second,CFIHOS-60001432,centipoise
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000275,normal operating mass flow rate,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000518,orifice area calculated,CFIHOS-60001470,square millimetre,CFIHOS-60001447,square inch
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000334,relief bellows,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000530,set pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000375,spring material specification,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000412,test medium,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000532,test pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000539,variable back pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000496,pipe,CFIHOS-40000491,corrosion allowance,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000496,pipe,CFIHOS-40000487,design specification,,,,
CFIHOS-30000496,pipe,CFIHOS-40000613,external coating specification,,,,
CFIHOS-30000496,pipe,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000496,pipe,CFIHOS-40000178,insulation code,,,,
CFIHOS-30000496,pipe,CFIHOS-40000499,insulation thickness,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000496,pipe,CFIHOS-40000179,insulation type,,,,
CFIHOS-30000496,pipe,CFIHOS-40000551,lower limit design pressure,,,,
CFIHOS-30000496,pipe,CFIHOS-40000503,lower limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000496,pipe,CFIHOS-40000211,lower limit operating heat tracing temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000496,pipe,CFIHOS-40000556,lower limit operating pressure,,,,
CFIHOS-30000496,pipe,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000496,pipe,CFIHOS-40000614,material specification,,,,
CFIHOS-30000496,pipe,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000496,pipe,CFIHOS-40000249,nominal wall thickness,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000496,pipe,CFIHOS-40000250,non destructive testing methods,,,,
CFIHOS-30000496,pipe,CFIHOS-40000275,normal operating mass flow rate,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000496,pipe,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000496,pipe,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000496,pipe,CFIHOS-40000558,normal operating volume flow rate,,,,
CFIHOS-30000496,pipe,CFIHOS-40000314,paint code,,,,
CFIHOS-30000496,pipe,CFIHOS-40000488,piping class,,,,
CFIHOS-30000496,pipe,CFIHOS-40000615,service code,,,,
CFIHOS-30000496,pipe,CFIHOS-40000535,upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000496,pipe,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000496,pipe,CFIHOS-40000537,upper limit operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000496,pipe,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000497,pipe bend,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000498,pipe flange spade,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000499,pipe tee,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000500,pipeline,CFIHOS-40000030,buried,,,,
CFIHOS-30000500,pipeline,CFIHOS-40000487,design specification,,,,
CFIHOS-30000500,pipeline,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000500,pipeline,CFIHOS-40000503,lower limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000500,pipeline,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000500,pipeline,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000500,pipeline,CFIHOS-40000249,nominal wall thickness,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000500,pipeline,CFIHOS-40000275,normal operating mass flow rate,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000500,pipeline,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000500,pipeline,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000500,pipeline,CFIHOS-40000316,pipeline material and grade,,,,
CFIHOS-30000500,pipeline,CFIHOS-40000535,upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000500,pipeline,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000500,pipeline,CFIHOS-40000537,upper limit operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000500,pipeline,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000500,pipeline,CFIHOS-40000482,weight coating density,CFIHOS-60001451,kilogram per cubic metre,CFIHOS-60001477,pound-mass per cubic foot
CFIHOS-30000500,pipeline,CFIHOS-40000483,weight coating thickness,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000947,piping speciality item,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000857,piston check valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000857,piston check valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000857,piston check valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000046,cold side fluid name,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000049,cold side normal operating inlet pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000050,cold side normal operating inlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000616,cold side normal operating mass flow rate,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000052,cold side normal operating outlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000699,cold side temperature rise,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000613,external coating specification,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000697,heat transfer area,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000159,hot side fluid name,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000162,hot side normal operating inlet pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000617,hot side normal operating inlet temperature,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000618,hot side normal operating mass flow rate,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000619,hot side normal operating outlet temperature,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000698,hot side temperature drop,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000638,actuation service,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000599,communication protocol,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000585,fire safe,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000600,input signal range,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000597,input signal type,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000859,plug control valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000859,plug control valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000859,plug control valve,CFIHOS-40000601,output signal range,,,,
